oem,ownerNo,transmission,km,modelYear,Fuel Type,Engine Displacement,Mileage,Max Power,model,Gear Box,bt,price
Maruti,1.0,Manual,25022.0,2021.0,Petrol,1462.0,20.65,103.25,Maruti Ciaz,5.0,Sedan,893000.0
Maruti,2.0,Manual,100000.0,2012.0,Diesel,1248.0,22.9,74.0,Maruti Swift,5.0,Hatchback,420000.0
Maruti,1.0,Manual,26367.0,2020.0,Petrol,1462.0,20.65,103.25,Maruti Ciaz,5.0,Sedan,941000.0
Hyundai,2.0,Automatic,76567.0,2015.0,Petrol,1797.0,14.5,147.5,Hyundai Elantra,6.0,Sedan,630000.0
Toyota,2.0,Manual,120000.0,2013.0,Diesel,1949.5,12.99,100.6,Toyota Innova,5.0,MUV,1275000.0
Hyundai,2.0,Automatic,36459.0,2015.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,4.0,Hatchback,525000.0
Maruti,1.0,Manual,93725.0,2016.0,Diesel,1248.0,23.65,88.5,Maruti SX4 S Cross,5.0,SUV,750000.0
Maruti,2.0,Automatic,115599.0,2016.0,Petrol,1373.0,19.12,91.1,Maruti Ciaz,4.0,Sedan,632000.0
Maruti,1.0,Manual,43469.0,2015.0,Petrol,1197.0,22.41,88.5,Maruti Swift Dzire,5.0,Sedan,645000.0
Ford,3.5,Manual,70000.0,2006.5,Petrol,1299.0,13.8,70.0,Ford Ikon,5.0,Sedan,500000.0
BMW,2.0,Automatic,77000.0,2019.0,Diesel,1949.5,13.38,177.67499999999998,BMW X5,7.5,SUV,1775000.0
Maruti,1.0,Manual,100000.0,2018.0,Diesel,1248.0,24.3,88.5,Maruti Vitara Brezza,5.0,SUV,850000.0
Mitsubishi,1.0,Manual,72000.0,2008.0,Petrol,1949.5,14.7,115.0,Mitsubishi Cedia,5.0,Sedan,299000.0
Jaguar,1.0,Automatic,77000.0,2013.0,Diesel,1949.5,16.36,177.67499999999998,Jaguar XF,7.5,Sedan,1775000.0
Audi,1.0,Automatic,87101.0,2013.0,Diesel,1949.5,12.07,177.67499999999998,Audi Q7,7.5,SUV,1775000.0
Volkswagen,2.0,Manual,40771.0,2021.0,Petrol,999.0,18.24,108.62,Volkswagen Polo,6.0,Hatchback,999000.0
Honda,1.0,Manual,28000.0,2018.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,825000.0
Maruti,3.0,Manual,40000.0,2008.0,Petrol,1061.0,18.9,67.0,Maruti Wagon R,5.0,Hatchback,250000.0
Hyundai,1.0,Automatic,26000.0,2020.0,Petrol,998.0,18.15,118.35,Hyundai Venue,7.0,SUV,1295000.0
Maruti,1.0,Manual,76032.0,2012.0,Petrol,998.0,18.9,67.1,Maruti Wagon R,5.0,Hatchback,329000.0
Maruti,1.0,Manual,113780.0,2018.0,Petrol,1462.0,21.56,103.25,Maruti Ciaz,5.0,Sedan,666000.0
Audi,1.0,Automatic,24000.0,2019.0,Diesel,1949.5,20.38,143.0,Audi A3,6.0,Sedan,1775000.0
Hyundai,2.0,Manual,65812.0,2020.0,Diesel,1493.0,23.7,98.6,Hyundai Venue,6.0,SUV,1026000.0
Skoda,1.0,Automatic,10000.0,2022.0,Petrol,999.0,17.2,113.98,Skoda Kushaq,6.0,SUV,1700000.0
Maruti,1.0,Manual,39959.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,681000.0
Hyundai,1.0,Automatic,10000.0,2022.0,Petrol,1949.5,14.2,156.9,Hyundai Alcazar,6.0,SUV,1690000.0
Maruti,3.0,Manual,65484.0,2016.0,Petrol,998.0,24.39,65.71,Maruti Alto K10,5.0,Hatchback,318000.0
Maruti,1.0,Manual,49174.0,2017.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,688000.0
Volkswagen,1.0,Manual,20000.0,2022.0,Petrol,999.0,20.08,113.98,Volkswagen Taigun,6.0,SUV,1300000.0
Hyundai,1.0,Manual,50000.0,2009.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,265000.0
Maruti,2.0,Automatic,40000.0,2018.0,Petrol,1197.0,22.0,81.8,Maruti Swift Dzire,5.0,Sedan,645000.0
Hyundai,1.0,Automatic,30000.0,2022.0,Petrol,1949.5,14.2,156.9,Hyundai Alcazar,6.0,SUV,1775000.0
BMW,3.0,Automatic,50000.0,2007.0,Petrol,1949.5,10.9,177.67499999999998,BMW 3 Series,6.0,Coupe,900000.0
Maruti,1.0,Manual,80000.0,2020.0,Petrol,1197.0,21.21,81.8,Maruti Swift,5.0,Hatchback,620000.0
MG,1.0,Manual,20000.0,2022.0,Petrol,1498.0,15.43,108.49,MG Astor,5.0,SUV,1470000.0
Hyundai,1.0,Manual,70000.0,2010.0,CNG,1495.0,13.2,93.7,Hyundai Accent,5.0,Sedan,220000.0
Audi,1.0,Automatic,90000.0,2014.0,Diesel,1949.5,17.11,174.33,Audi A4,7.5,Sedan,1475000.0
Renault,1.0,Manual,40000.0,2020.0,Petrol,999.0,21.74,67.0,Renault KWID,5.0,Hatchback,415000.0
Honda,1.0,Manual,63797.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,610000.0
Hyundai,2.0,Manual,60216.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,560000.0
Maruti,2.0,Automatic,10000.0,2015.0,Petrol,998.0,23.95,67.05,Maruti Alto K10,5.0,Hatchback,425000.0
Maruti,1.0,Manual,38153.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,686000.0
Maruti,1.0,Manual,76485.0,2015.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,517000.0
Maruti,2.0,Manual,40000.0,2015.0,Petrol,998.0,20.51,67.04,Maruti Wagon R,5.0,Hatchback,385000.0
Maruti,1.0,Manual,40623.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,675000.0
Mercedes-Benz,2.0,Automatic,18000.0,2018.0,Diesel,1949.5,19.27,167.62,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
Maruti,1.0,Manual,88051.0,2014.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,499000.0
Maruti,1.0,Manual,16522.0,2022.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,774000.0
Jeep,2.0,Manual,70000.0,2019.0,Diesel,1949.5,16.3,170.0,Jeep Compass,6.0,SUV,1475000.0
Maruti,3.0,Manual,80000.0,2008.0,Petrol,1061.0,18.9,67.0,Maruti Wagon R,5.0,Hatchback,240000.0
Hyundai,1.0,Manual,50000.0,2019.0,Diesel,1396.0,23.7,88.76,Hyundai Venue,6.0,SUV,1025000.0
Tata,1.0,Manual,10000.0,2023.0,Petrol,1199.0,17.33,118.35,Tata Nexon,6.0,SUV,1400000.0
Hyundai,2.0,Manual,57000.0,2013.0,Petrol,814.0,21.1,55.2,Hyundai EON,5.0,Hatchback,285000.0
Mahindra,1.0,Manual,110000.0,2016.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1000000.0
Maruti,1.0,Manual,10000.0,2019.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,780000.0
Maruti,2.0,Manual,50000.0,2012.0,Petrol,1197.0,18.6,85.8,Maruti Swift,5.0,Hatchback,475000.0
Mahindra,1.0,Manual,120000.0,2019.0,Diesel,1497.0,20.0,115.0,Mahindra XUV300,6.0,SUV,750000.0
Hyundai,1.0,Manual,35469.0,2014.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,555000.0
Honda,2.0,Manual,40073.0,2017.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,607000.0
Hyundai,2.0,Manual,65730.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,514000.0
Maruti,2.0,Manual,120000.0,2006.5,Petrol,1590.0,15.4,94.0,Maruti Baleno,5.0,Sedan,250000.0
Maruti,2.0,Manual,36184.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,705000.0
Maruti,1.0,Manual,69310.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,653000.0
Honda,1.0,Automatic,55643.0,2015.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,872000.0
Hyundai,2.0,Automatic,62803.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,4.0,Hatchback,564000.0
Volkswagen,2.0,Manual,90000.0,2011.0,Diesel,1199.0,22.07,73.9,Volkswagen Polo,5.0,Hatchback,370000.0
Maruti,1.0,Manual,68656.0,2015.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,550000.0
Honda,3.0,Manual,77501.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,517000.0
Maruti,1.0,Manual,40000.0,2016.0,Petrol,1197.0,20.85,83.14,Maruti Swift Dzire,5.0,Sedan,620000.0
Honda,1.0,Automatic,48325.0,2014.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,750000.0
Tata,1.0,Manual,30000.0,2022.0,Petrol,1199.0,17.57,118.36,Tata Nexon,6.0,SUV,1220000.0
Mercedes-Benz,2.0,Automatic,100000.0,2013.0,Diesel,1949.5,14.8,120.7,Mercedes-Benz B Class,7.0,Hatchback,1350000.0
Maruti,1.0,Manual,69000.0,2015.0,Petrol,1197.0,22.0,81.8,Maruti Swift,5.0,Hatchback,575000.0
Jeep,1.0,Manual,110000.0,2018.0,Diesel,1949.5,17.1,170.0,Jeep Compass,6.0,SUV,1250000.0
Hyundai,2.0,Manual,50000.0,2016.0,Petrol,1591.0,17.01,121.3,Hyundai Verna,5.0,Sedan,868000.0
Kia,1.0,Automatic,60000.0,2020.0,Diesel,1949.5,14.11,177.67499999999998,Kia Carnival,7.5,MUV,1775000.0
Hyundai,1.0,Manual,20000.0,2021.0,Petrol,998.0,20.0,118.36,Hyundai i20,6.0,Hatchback,980000.0
Maruti,1.0,Automatic,14999.0,2022.0,Petrol,1197.0,22.56,88.5,Maruti Swift,5.0,Hatchback,900000.0
Honda,2.0,Manual,90773.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,550000.0
Skoda,1.0,Manual,90000.0,2012.0,Diesel,1598.0,20.5,103.5,Skoda Rapid,5.0,Sedan,450000.0
Maruti,2.0,Manual,64917.0,2017.0,Petrol,1197.0,20.4,81.8,Maruti Swift,5.0,Hatchback,610000.0
Honda,1.0,Manual,70235.0,2017.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,543000.0
Hyundai,1.0,Manual,30000.0,2021.0,Petrol,998.0,20.0,118.36,Hyundai i20,6.0,Hatchback,980000.0
Honda,1.0,Manual,78782.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,535000.0
Mahindra,2.0,Manual,155000.0,2014.0,Diesel,1949.5,15.1,140.0,Mahindra XUV500,6.0,SUV,850000.0
Maruti,2.0,Manual,72136.0,2016.0,Petrol,1373.0,20.73,91.1,Maruti Ciaz,5.0,Sedan,661000.0
Maruti,2.0,Manual,52486.0,2015.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,505000.0
Skoda,1.0,Automatic,150000.0,2007.0,Diesel,1896.0,15.6,106.0,Skoda Laura,6.0,Sedan,450000.0
Honda,1.0,Manual,36887.0,2017.0,Petrol,1199.0,17.5,88.7,Honda WR-V,5.0,SUV,865000.0
Hyundai,1.0,Manual,47962.0,2019.0,Petrol,998.0,18.27,118.35,Hyundai Venue,6.0,SUV,999000.0
Nissan,1.0,Manual,135000.0,2014.0,Diesel,1461.0,20.45,83.8,Nissan Terrano,5.0,SUV,595000.0
Skoda,2.0,Automatic,47398.0,2018.0,Petrol,1798.0,14.67,177.46,Skoda Superb,7.0,Sedan,1775000.0
Fiat,2.0,Manual,50000.0,2012.0,Petrol,1368.0,14.6,112.0,Fiat Linea,5.0,Sedan,400000.0
Maruti,1.0,Manual,100000.0,2012.0,Diesel,1248.0,19.3,73.9,Maruti Swift Dzire,5.0,Sedan,550000.0
BMW,1.0,Automatic,55000.0,2020.0,Diesel,1949.5,14.71,177.67499999999998,BMW X4,7.5,SUV,1775000.0
BMW,2.0,Automatic,110000.0,2011.0,Diesel,1949.5,16.55,177.67499999999998,BMW X3,7.5,SUV,1600000.0
Volkswagen,3.0,Automatic,90000.0,2013.0,Petrol,1197.0,17.21,103.6,Volkswagen Polo,7.0,Hatchback,520000.0
Maruti,1.0,Manual,116624.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,5.0,Hatchback,616000.0
Maruti,2.0,Manual,54561.0,2019.0,Petrol,1462.0,21.56,103.25,Maruti Ciaz,5.0,Sedan,795000.0
Honda,1.0,Manual,65072.0,2016.0,Petrol,1199.0,18.7,88.7,Honda Jazz,5.0,Hatchback,624000.0
Hyundai,1.0,Manual,133532.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,549000.0
Toyota,3.0,Manual,120000.0,2010.0,Diesel,1949.5,11.4,100.6,Toyota Innova,5.0,MUV,760000.0
Maruti,1.0,Manual,39886.0,2013.0,Petrol,1197.0,22.41,88.5,Maruti Swift Dzire,5.0,Sedan,524000.0
Mahindra,1.0,Manual,80000.0,2019.0,Diesel,1949.5,15.1,152.87,Mahindra XUV500,6.0,SUV,1650000.0
Maruti,2.0,Manual,56976.0,2015.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,583000.0
Volkswagen,2.0,Manual,68303.0,2020.0,Petrol,999.0,17.69,108.62,Volkswagen Vento,6.0,Sedan,1147000.0
Mini,2.0,Automatic,80000.0,2013.0,Petrol,1598.0,13.6,177.67499999999998,Mini Cooper,6.0,Hatchback,1750000.0
Skoda,1.0,Automatic,54000.0,2016.0,Diesel,1498.0,21.72,108.6,Skoda Rapid,7.0,Sedan,825000.0
Land Rover,1.0,Automatic,98500.0,2016.0,Diesel,1949.5,12.51,177.67499999999998,Land Rover Discovery Sport,7.5,SUV,1775000.0
Volkswagen,1.0,Manual,72348.0,2018.0,Petrol,1199.0,16.2,74.0,Volkswagen Polo,5.0,Hatchback,755000.0
Hyundai,1.0,Manual,70000.0,2015.0,Petrol,1591.0,13.0,121.3,Hyundai Creta,6.0,SUV,875000.0
Volkswagen,1.0,Manual,62696.0,2021.0,Petrol,999.0,17.74,75.1,Volkswagen Polo,5.0,Hatchback,855000.0
Toyota,3.0,Automatic,155000.0,2014.0,Diesel,1949.5,12.55,168.5,Toyota Fortuner,5.0,SUV,1775000.0
Hyundai,1.0,Manual,65000.0,2016.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,525000.0
Hyundai,1.0,Automatic,36000.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,4.0,Hatchback,650000.0
Toyota,2.0,Manual,155000.0,2011.0,Diesel,1949.5,12.8,102.0,Toyota Innova,5.0,MUV,950000.0
Honda,1.0,Automatic,71905.0,2018.0,Petrol,1497.0,18.0,117.6,Honda City,3.5,Sedan,846000.0
Maruti,2.0,Manual,69748.0,2013.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,424000.0
Maruti,1.0,Manual,44000.0,2008.0,Petrol,796.0,19.7,46.3,Maruti Alto,5.0,Hatchback,210000.0
Toyota,2.0,Manual,17875.0,2021.0,Petrol,1496.0,17.1,105.94,Toyota Yaris,6.0,Sedan,959000.0
Renault,1.0,Manual,95678.0,2020.0,Petrol,1330.0,16.42,153.866,Renault Duster,6.0,SUV,889000.0
Renault,1.0,Automatic,12003.0,2022.0,Petrol,999.0,19.03,71.01,Renault Kiger,5.0,SUV,850000.0
Ford,2.0,Manual,114427.0,2018.0,Diesel,1498.0,23.0,98.96,Ford Ecosport,5.0,SUV,836000.0
Renault,1.0,Automatic,20000.0,2022.0,Petrol,999.0,19.03,71.01,Renault Kiger,5.0,SUV,660000.0
Honda,1.0,Manual,64655.0,2012.0,Petrol,1198.0,19.4,86.8,Honda Brio,5.0,Hatchback,334000.0
Mahindra,1.0,Manual,46456.0,2018.0,Petrol,1198.0,18.15,82.0,Mahindra KUV 100,5.0,SUV,594000.0
Renault,1.0,Automatic,20000.0,2021.0,Petrol,999.0,18.24,98.63,Renault Kiger,3.5,SUV,991000.0
Jeep,1.0,Manual,50000.0,2018.0,Diesel,1949.5,17.1,170.0,Jeep Compass,6.0,SUV,1450000.0
Volkswagen,3.5,Manual,90000.0,2011.0,Diesel,1598.0,20.54,103.6,Volkswagen Vento,5.0,Sedan,219000.0
Hyundai,1.0,Manual,20000.0,2022.0,Diesel,1493.0,19.227390440730282,113.45,Hyundai Venue,6.0,SUV,1285000.0
Volvo,1.0,Automatic,27000.0,2021.0,Petrol,1949.5,19.227390440730282,177.67499999999998,Volvo XC40,7.5,SUV,1775000.0
Toyota,3.0,Manual,150000.0,2008.0,Diesel,1949.5,12.8,102.0,Toyota Innova,5.0,MUV,455000.0
Maruti,1.0,Manual,10000.0,2022.0,Petrol,1197.0,22.35,88.5,Maruti Baleno,5.0,Hatchback,825000.0
Honda,1.0,Manual,40000.0,2018.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,825000.0
Ford,1.0,Manual,40000.0,2020.0,Diesel,1498.0,23.0,98.96,Ford Ecosport,5.0,SUV,920000.0
Mercedes-Benz,2.0,Automatic,20000.0,2018.0,Diesel,1949.5,19.27,167.62,Mercedes-Benz C-Class,7.5,Sedan,1775000.0
Ford,2.0,Manual,91598.0,2017.0,Diesel,1498.0,22.77,98.59,Ford Ecosport,5.0,SUV,729000.0
Maruti,1.0,Manual,57521.0,2015.0,Petrol,998.0,25.24,65.71,Maruti Celerio,5.0,Hatchback,432000.0
Renault,1.0,Manual,100000.0,2016.0,Diesel,1461.0,19.87,83.8,Renault Duster,5.0,SUV,700000.0
Hyundai,1.0,Manual,7598.0,2021.0,Petrol,1497.0,17.7,113.18,Hyundai Verna,6.0,Sedan,1499000.0
Renault,1.0,Manual,38520.0,2017.0,Petrol,1598.0,13.06,102.53,Renault Duster,5.0,SUV,762000.0
MG,1.0,Manual,20000.0,2022.0,Petrol,1498.0,15.43,108.49,MG Astor,5.0,SUV,1625000.0
Renault,2.0,Manual,110455.0,2014.0,Diesel,1461.0,20.45,83.8,Renault Duster,5.0,SUV,632000.0
Hyundai,1.0,Automatic,26901.0,2020.0,Petrol,998.0,18.15,118.35,Hyundai Venue,7.0,SUV,1218000.0
Hyundai,1.0,Automatic,65376.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,4.0,Hatchback,524000.0
Mahindra,3.0,Manual,28177.0,2018.0,Diesel,1949.5,15.1,152.87,Mahindra XUV500,6.0,SUV,1405000.0
Kia,1.0,Manual,10000.0,2022.0,Petrol,998.0,18.2,118.36,Kia Sonet,6.0,SUV,1390000.0
MG,1.0,Automatic,30000.0,2021.0,Petrol,1451.0,15.3475,141.0,MG Hector,6.0,SUV,1775000.0
Hyundai,1.0,Automatic,27000.0,2018.0,Petrol,1591.0,13.0,121.3,Hyundai Creta,6.0,SUV,1275000.0
Hyundai,3.0,Automatic,90000.0,2010.0,Petrol,1197.0,19.2,80.0,Hyundai i10,4.0,Hatchback,275000.0
Honda,1.0,Manual,20000.0,2022.0,Petrol,1497.0,17.4,117.6,Honda City,5.0,Sedan,1125000.0
Honda,1.0,Automatic,82998.0,2016.0,Petrol,1497.0,18.0,117.3,Honda City,5.0,Sedan,650000.0
Audi,3.0,Automatic,110000.0,2010.0,Petrol,1781.0,12.3,163.2,Audi A4,7.0,Sedan,700000.0
Honda,1.0,Manual,14500.0,2019.0,Petrol,1497.0,17.14,117.6,Honda City,5.0,Sedan,1100000.0
Mahindra,3.0,Manual,120000.0,2016.0,Diesel,1461.0,21.03,65.0,Mahindra Verito,5.0,Sedan,260000.0
Hyundai,2.0,Automatic,68000.0,2010.0,Petrol,1197.0,19.2,80.0,Hyundai i10,4.0,Hatchback,395000.0
Hyundai,1.0,Manual,25887.0,2019.0,Petrol,1197.0,20.14,81.86,Hyundai Xcent,5.0,Sedan,681000.0
Maruti,1.0,Manual,74094.0,2020.0,Petrol,998.0,21.7,65.71,Maruti S-Presso,5.0,Hatchback,405000.0
Honda,1.0,Automatic,40000.0,2018.0,Petrol,1199.0,19.0,88.7,Honda Jazz,5.0,Hatchback,765000.0
Maruti,1.0,Manual,91045.0,2014.0,Diesel,1248.0,23.2,73.94,Maruti Ritz,5.0,Hatchback,487000.0
Mahindra,1.0,Manual,80033.0,2018.0,Diesel,1949.5,15.1,152.87,Mahindra XUV500,6.0,SUV,1474000.0
Mahindra,2.0,Automatic,70000.0,2017.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1340000.0
Renault,1.0,Automatic,13957.0,2021.0,Petrol,999.0,18.2,71.01,Renault Triber,5.0,MUV,770000.0
Maruti,2.0,Automatic,34140.0,2018.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,818000.0
Ford,1.0,Manual,20056.0,2017.0,Petrol,1497.0,17.0,121.31,Ford Ecosport,5.0,SUV,724000.0
Maruti,3.0,Automatic,38233.0,2016.0,Petrol,998.0,26.0,65.71,Maruti Celerio,5.0,Hatchback,468000.0
Volkswagen,1.0,Manual,100000.0,2013.0,Petrol,1390.0,14.69,120.33,Volkswagen Jetta,6.0,Sedan,500000.0
Ford,2.0,Manual,50000.0,2016.0,Diesel,1498.0,22.77,98.59,Ford Ecosport,5.0,SUV,600000.0
Mahindra,2.0,Manual,70000.0,2017.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1350000.0
Hyundai,1.0,Manual,44000.0,2016.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,525000.0
Hyundai,2.0,Manual,90000.0,2006.5,Petrol,1341.0,15.3,83.0,Hyundai Getz,5.0,Hatchback,175000.0
Maruti,1.0,Automatic,30000.0,2016.0,Petrol,1373.0,19.12,91.1,Maruti Ciaz,4.0,Sedan,725000.0
Hyundai,1.0,Manual,50000.0,2018.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,5.0,Hatchback,550000.0
Maruti,1.0,Manual,98000.0,2019.0,Petrol,1197.0,22.0,81.8,Maruti Swift,5.0,Hatchback,650000.0
Honda,1.0,Automatic,47000.0,2017.0,Petrol,1199.0,18.2,88.7,Honda Jazz,5.0,Hatchback,775000.0
Hyundai,1.0,Manual,70000.0,2019.0,Petrol,1591.0,17.0,121.3,Hyundai Verna,6.0,Sedan,900000.0
Maruti,1.0,Manual,16998.0,2020.0,Petrol,796.0,22.05,47.33,Maruti Alto 800,5.0,Hatchback,408000.0
Hyundai,1.0,Automatic,15256.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,4.0,Hatchback,642000.0
Datsun,1.0,Automatic,4495.0,2020.0,Petrol,999.0,22.5,67.0,Datsun RediGO,5.0,Hatchback,521000.0
Renault,1.0,Manual,34561.0,2020.0,Petrol,999.0,20.0,71.01,Renault Triber,5.0,MUV,695000.0
Maruti,2.0,Manual,40000.0,2018.0,Petrol,998.0,23.95,67.05,Maruti Alto K10,5.0,Hatchback,390000.0
Tata,1.0,Manual,142135.0,2016.0,Petrol,1199.0,23.84,84.0,Tata Tiago,5.0,Hatchback,429000.0
Ford,1.0,Manual,120000.0,2021.0,Petrol,1194.0,18.5,94.93,Ford Aspire,5.0,Sedan,520000.0
Maruti,1.0,Automatic,9553.0,2019.0,Petrol,1197.0,20.52,81.8,Maruti Wagon R,5.0,Hatchback,625000.0
Renault,1.0,Manual,7600.0,2022.0,Petrol,999.0,21.46,67.06,Renault KWID,5.0,Hatchback,601000.0
Jeep,1.0,Manual,120000.0,2017.0,Diesel,1949.5,17.1,170.0,Jeep Compass,6.0,SUV,1300000.0
Hyundai,1.0,Automatic,20000.0,2017.0,Petrol,1197.0,18.9,81.86,Hyundai Grand i10,4.0,Hatchback,645000.0
Audi,2.0,Automatic,120000.0,2013.0,Diesel,1949.5,12.07,177.67499999999998,Audi Q7,7.5,SUV,1775000.0
Hyundai,1.0,Manual,45578.0,2016.0,Petrol,1197.0,18.6,81.83,Hyundai i20,5.0,Hatchback,695000.0
BMW,2.0,Automatic,100000.0,2014.0,Diesel,1949.5,22.69,177.67499999999998,BMW 3 Series,7.5,Sedan,1644000.0
Ford,1.0,Manual,42000.0,2019.0,Petrol,1497.0,17.0,121.36,Ford Ecosport,5.0,SUV,895000.0
Hyundai,2.0,Manual,90000.0,2013.0,Petrol,1197.0,20.36,78.9,Hyundai i10,5.0,Hatchback,350000.0
Hyundai,1.0,Manual,70000.0,2012.0,Diesel,1582.0,22.32,126.32,Hyundai Verna,6.0,Sedan,550000.0
Ford,3.0,Automatic,100000.0,2010.0,Diesel,1949.5,11.4,153.86,Ford Endeavour,5.0,SUV,750000.0
Maruti,1.0,Manual,16306.0,2017.0,Petrol,1197.0,20.89,81.8,Maruti Ignis,5.0,Hatchback,581000.0
Maruti,3.0,Manual,25086.0,2020.0,Petrol,1197.0,20.52,81.8,Maruti Wagon R,5.0,Hatchback,513000.0
Maruti,1.0,Manual,54845.0,2017.0,Petrol,1197.0,21.01,81.8,Maruti Baleno,5.0,Hatchback,650000.0
Ford,1.0,Manual,35642.0,2020.0,Diesel,1498.0,24.4,98.63,Ford Freestyle,5.0,Hatchback,806000.0
Maruti,1.0,Automatic,22173.0,2016.0,Petrol,1197.0,21.4,83.1,Maruti Baleno,3.5,Hatchback,725000.0
BMW,1.0,Automatic,50000.0,2018.0,Diesel,1949.5,17.42,177.67499999999998,BMW 5 Series,7.5,Sedan,1775000.0
Hyundai,1.0,Manual,67790.0,2014.0,Petrol,1197.0,18.9,82.0,Hyundai Grand i10,5.0,Hatchback,426000.0
Maruti,1.0,Manual,38000.0,2019.0,Petrol,998.0,23.95,67.05,Maruti Alto K10,5.0,Hatchback,485000.0
Honda,2.0,Manual,49713.0,2012.0,Petrol,1198.0,19.4,86.8,Honda Brio,5.0,Hatchback,351000.0
Renault,1.0,Manual,10002.0,2021.0,Petrol,999.0,21.46,67.06,Renault KWID,5.0,Hatchback,490000.0
Mahindra,1.0,Manual,46706.0,2017.0,Diesel,1949.5,16.0,140.0,Mahindra XUV500,6.0,SUV,1495000.0
Maruti,2.0,Manual,90000.0,2014.0,Diesel,1248.0,25.2,74.0,Maruti Swift,5.0,Hatchback,510000.0
BMW,1.0,Automatic,106000.0,2016.0,Diesel,1949.5,18.56,177.67499999999998,BMW X3,7.5,SUV,1775000.0
Volkswagen,1.0,Automatic,55833.0,2017.0,Petrol,1197.0,17.21,103.5,Volkswagen Polo,7.0,Hatchback,1025000.0
Audi,2.0,Automatic,46716.0,2015.0,Diesel,1949.5,15.73,174.33,Audi Q3,7.0,SUV,1775000.0
Skoda,1.0,Manual,54000.0,2016.0,Diesel,1498.0,21.13,108.6,Skoda Rapid,5.0,Sedan,825000.0
Ford,2.0,Manual,68000.0,2016.0,Diesel,1498.0,21.7,98.96,Ford Ecosport,5.0,SUV,675000.0
Ford,3.0,Manual,113348.0,2010.0,Diesel,1399.0,20.0,68.05,Ford Figo,5.0,Hatchback,190000.0
Audi,1.0,Automatic,134000.0,2014.0,Diesel,1949.5,17.68,174.33,Audi A6,7.5,Sedan,890000.0
Renault,1.0,Automatic,20000.0,2022.0,Petrol,999.0,19.03,71.01,Renault Kiger,5.0,SUV,823000.0
Maruti,1.0,Manual,52311.0,2014.0,Petrol,1197.0,22.38,88.5,Maruti Swift,5.0,Hatchback,554000.0
